Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.77340397,73.35735324,Bridge
off taking Minor,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.76052344,73.33183653,Minor
Gaimbar Noor Shah Road Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.76002603,73.32975698,Bridge
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.75762442,73.32494465,Fall Structure
Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.71679484,73.26045766,Bridge
Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.70651622,73.2395444,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.19976837,73.85478651,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.19925962,73.82962276,Bridge
Dolu Guruki Minor,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.19030249,73.80265224,Minor
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.18875669,73.80081289,Bridge
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.15936746,73.77716302,Bridge
Gugera Head Regulator,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.12677778,73.73466102,Regulator
Balloki Halla Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.12626806,73.7348033,Bridge
shahrahe Quad-e-Azam Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,31.11620425,73.73197637,Bridge
Harrapa Rd to N5 Link Road Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63158007,72.99390996,Bridge
off taking Distributory,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63814454,72.95733971,Other
Off taking Water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63826207,72.95670093,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.63746751,72.94546458,Bridge
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.6371964,72.94014156,Fall Structure
Water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.6342484,72.91133062,Other
Water Course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.62852911,72.90236491,Other
Harappa Rd Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.62214284,72.89304588,Bridge
offtaking Canal,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.59844644,72.8361525,Other
water course,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.59866075,72.83491474,Other
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.59740524,72.83292138,Bridge
Fall Structure,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.59547283,72.82809194,Fall Structure
VR Bridge,Lower Bari Doab Canal,Balloki,LBDC,Multan,30.44647507,72.28062516,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.91630103,73.79239827,Bridge
Fall Structure,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.92833815,73.83069134,Fall Structure
Fall structure,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.90390506,73.78002558,Fall Structure
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.74250379,73.60880135,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.70064379,73.58466591,Bridge
Gujrat Branch Oftaking canal Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.69952306,73.61570459,Bridge
Canal Head Regulator,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.69992398,73.61596367,Regulator
Panjan Sher Shahana Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.71036888,73.64539255,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.72274753,73.67266737,Bridge
Village Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.72790123,73.68385741,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.73022557,73.70017802,Bridge
Sarghoda Kharian Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.70938288,73.78347917,Bridge
Chimmber Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.73208205,73.70962297,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.73418272,73.73090276,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.72274753,73.67266737,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.72860364,73.74967605,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.71910457,73.76370745,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.69650849,73.80431573,Bridge
VR Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.67813056,73.81021401,Bridge
LalaMusa - Dinga Rd Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.66047439,73.82005462,Bridge
Railway Bridge,Upper Jhelum Canal,Jhelum,UJC,Sargodha,32.65185877,73.82617005,Bridge
HEAD REGULATOR PANJNAD CANAL,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.34359987,71.02462413,Regulator
ALIPUR-UCH SHARIF RD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.32681505,71.03182126,Bridge
RAILWAY BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.30682719,71.02607946,Bridge
BUKHARI ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.25744251,71.01443165,Bridge
Behari Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.15385909,70.92807875,Disty
Upper Qadir Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80633033,70.43881446,Disty
Shikrani Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.25758091,71.01398583,Disty
BALLAH JHULLAH ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.15399617,70.92747931,Bridge
Bhalla Jhulan Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20752716,70.99789802,Disty
NOORWALA ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20680144,70.99799319,Bridge
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.17814058,70.96984002,Bridge
Mohand Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.15402776,70.92846264,Disty
Sangla Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.1539452,70.9282775,Disty
Noor Wala Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.15436002,70.92761678,Disty
MOHSIN ABAD SHARIF ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.13754725,70.89106488,Bridge
Thulhamza Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.12109104,70.85317637,Disty
TARANDA MOHAMMAD PANAH ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.12055428,70.85379472,Bridge
JANPUR DISTRIBUTORY,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.09861345,70.829402,Other
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.09851466,70.82853811,Bridge
Moghala Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.07941463,70.80338516,Disty
Dasti Minor,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.07830053,70.80186375,Minor
Gabol Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.07190871,70.79299808,Disty
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.0716242,70.79307987,Bridge
Khanbela Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.04394748,70.76220984,Disty
VR BRIDGR & FALL STRUCTURE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.04343165,70.76040107,Fall Structure
Unran Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.01760139,70.71366946,Disty
CANAL CROSSING 167 CITY MORRI GUCHAL,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.01730243,70.7136869,Other
Shedani Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,29.0170987,70.71408644,Disty
vr bridge,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.97567109,70.67010317,Bridge
Rahimyar Khan Branch Canal,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.94389277,70.63779352,Branch Canal
Malkani Escape Channel,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.94450094,70.63739362,Other
Chachran Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.94426851,70.63723564,Disty
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.94402186,70.63730842,Bridge
Raj Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.89777756,70.58097038,Disty
Rahim Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.89775335,70.5806706,Disty
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.89776488,70.57963654,Bridge
GHUNSPUR ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88590675,70.55156274,Bridge
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.86882473,70.52084151,Bridge
ZAHIR PIR KOT MITHAN ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.85662018,70.4986447,Bridge
ZAHIR PIR ROAD BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.85641662,70.49819492,Bridge
FOOT BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.85616176,70.49815998,Bridge
RAILWAY BRIDDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.84923943,70.4865188,Other
Mehmood Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.84260464,70.47773667,Disty
Hamid Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.84320048,70.47732341,Disty
Hassan Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80857933,70.43921842,Disty
VR BRIDGE,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80851285,70.43960522,Bridge
Dallas Branch Canal,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80654157,70.43832596,Branch Canal
Rukan Disty,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80633342,70.43847751,Disty
Sadiq Branch,Punjnad Main Line,Punjnad Headworks,Bahawalpur,Bahawalpur,28.80622038,70.43864542,Branch Canal
Head Regulator at RD 0+000,Link No I,DG Khan,Derajat,DG Khan,30.35548611,70.70212778,Regulator
Railway Bridge,Link No I,DG Khan,Derajat,DG Khan,30.34998896,70.70213174,Bridge
Fall Structure,Link No I,DG Khan,Derajat,DG Khan,30.34506891,70.70178002,Fall Structure
Khandar Manka Disty,Link No I,DG Khan,Derajat,DG Khan,30.32381547,70.70033166,Disty
Fall and VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.32351593,70.70001519,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.30532228,70.69884354,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.26855017,70.69572229,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.2683096,70.69574701,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.24562738,70.69958508,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.22212558,70.70356827,Bridge
Pipe Line,Link No I,DG Khan,Derajat,DG Khan,30.21099533,70.71612131,Pipe line
Pipe Line,Link No I,DG Khan,Derajat,DG Khan,30.20833301,70.72089033,Pipe line
Saif Disty,Link No I,DG Khan,Derajat,DG Khan,30.20818061,70.72136114,Disty
DR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.20372783,70.72336902,Bridge
1-L Disty,Link No I,DG Khan,Derajat,DG Khan,30.20331036,70.72394089,Disty
Kotla Sikhani Disty,Link No I,DG Khan,Derajat,DG Khan,30.20308243,70.72368655,Disty
Baja Disty,Link No I,DG Khan,Derajat,DG Khan,30.20306633,70.72373261,Disty
Cross Regulator,Link No I,DG Khan,Derajat,DG Khan,30.20314472,70.72382984,Regulator
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.18649265,70.72177137,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.16640232,70.7259395,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.15801831,70.72899574,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.13243913,70.7396412,Bridge
VR Bridge and Cross Regulator,Link No I,DG Khan,Derajat,DG Khan,30.11955481,70.74754139,Bridge
Ditch Minor,Link No I,DG Khan,Derajat,DG Khan,30.11893863,70.74617077,Minor
Shoria Disty,Link No I,DG Khan,Derajat,DG Khan,30.11872569,70.74615375,Disty
Miro Disty,Link No I,DG Khan,Derajat,DG Khan,30.11867599,70.74635036,Disty
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.11020571,70.73663928,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.09962772,70.73649632,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.08798417,70.73987879,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.08469507,70.74053404,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.08152255,70.74153944,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.07126155,70.74121974,Bridge
DR Bridge / Bari Shah Canal Bridge,Link No I,DG Khan,Derajat,DG Khan,30.06682514,70.73783843,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.05328251,70.7472147,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.05094146,70.74686199,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.0377546,70.74135923,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.03428548,70.74736636,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.02994434,70.75642155,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.02207278,70.76393916,Bridge
Haider Wala Regulator and VR Bridge,Link No I,DG Khan,Derajat,DG Khan,30.01374041,70.77297357,Bridge
Escape Structure,Link No I,DG Khan,Derajat,DG Khan,30.01384024,70.77313664,Other
Haji Disty,Link No I,DG Khan,Derajat,DG Khan,30.01385251,70.77290908,Disty
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,30.01051243,70.77210588,Bridge
VR Bridge Basti Baqir Shah,Link No I,DG Khan,Derajat,DG Khan,30.00345327,70.77073821,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.99853105,70.76977966,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.99397761,70.76893166,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.98870884,70.76760984,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.97702126,70.75981549,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.97007874,70.75297681,Bridge
Samundary Disty,Link No I,DG Khan,Derajat,DG Khan,29.96899178,70.74857637,Disty
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.96511885,70.74793345,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.95821964,70.74791756,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.95251827,70.74744206,Bridge
Lal Disty,Link No I,DG Khan,Derajat,DG Khan,29.94819001,70.74655467,Disty
Outlet,Link No I,DG Khan,Derajat,DG Khan,29.9439294,70.74553729,Outlet
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.94171311,70.74671804,Bridge
Dhingana Disty,Link No I,DG Khan,Derajat,DG Khan,29.93375204,70.75264101,Disty
Rajbahar Minor,Link No I,DG Khan,Derajat,DG Khan,29.9333769,70.75336056,Minor
Cross Regulator and VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.93337798,70.75352702,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.9248381,70.75520628,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.91827903,70.75586731,Bridge
Noor Disty,Link No I,DG Khan,Derajat,DG Khan,29.91328737,70.75701658,Disty
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.90617005,70.75814623,Bridge
Ranjha Disty,Link No I,DG Khan,Derajat,DG Khan,29.90574771,70.75831745,Disty
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.8913239,70.75596292,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.88681734,70.7572918,Bridge
Outlet,Link No I,DG Khan,Derajat,DG Khan,29.88670411,70.75744426,Outlet
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.88122985,70.7565742,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.86766265,70.75232635,Bridge
VR Bridge,Link No I,DG Khan,Derajat,DG Khan,29.86110395,70.75215204,Bridge
Foot Bridge,Link No I,DG Khan,Derajat,DG Khan,29.85728959,70.75209718,Bridge
Banuhan Disty,Link No I,DG Khan,Derajat,DG Khan,29.8500267,70.75211851,Disty
Jhok Disty,Link No I,DG Khan,Derajat,DG Khan,29.850123,70.75187774,Disty
Sahiban Disty,Link No I,DG Khan,Derajat,DG Khan,29.8500389,70.7519311,Disty
Tail of Link No. I,Link No I,DG Khan,Derajat,DG Khan,29.85006389,70.75204167,Other
HR of Link No. III at RD 0+000,Link No III,DG Khan,Derajat,DG Khan,29.7553,70.45748889,Other
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.73926409,70.47393959,Bridge
Lower Manka Disty,Link No III,DG Khan,Derajat,DG Khan,29.72733172,70.48581223,Disty
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.72740133,70.4861098,Bridge
Darkhast Disty,Link No III,DG Khan,Derajat,DG Khan,29.70874178,70.50463456,Disty
Outlet,Link No III,DG Khan,Derajat,DG Khan,29.70872774,70.50476078,Outlet
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.70884165,70.5049404,Bridge
Inlet,Link No III,DG Khan,Derajat,DG Khan,29.70708305,70.50745023,Inlet
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.69449341,70.51962718,Bridge
Foot Bridge,Link No III,DG Khan,Derajat,DG Khan,29.66245348,70.55290562,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.66236609,70.55303712,Bridge
DR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.63168094,70.56917476,Bridge
Railway Bridge,Link No III,DG Khan,Derajat,DG Khan,29.6288352,70.57053917,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.61517102,70.57724187,Bridge
DR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.61500227,70.57736267,Bridge
Pipe Line,Link No III,DG Khan,Derajat,DG Khan,29.61243672,70.57858405,Pipe line
DR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.59793872,70.58574805,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.58389384,70.5921616,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.56226567,70.59092905,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.53432405,70.5894719,Bridge
Lunda Disty,Link No III,DG Khan,Derajat,DG Khan,29.51372501,70.57758154,Disty
Aqua Duct Structure,Link No III,DG Khan,Derajat,DG Khan,29.49511803,70.56483516,Other
Mehray Wala Disty,Link No III,DG Khan,Derajat,DG Khan,29.49475776,70.56486771,Disty
Kauray Wala Disty,Link No III,DG Khan,Derajat,DG Khan,29.46679462,70.55217508,Disty
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.46620712,70.55209934,Bridge
Outlet,Link No III,DG Khan,Derajat,DG Khan,29.42400901,70.54159187,Outlet
Dhundi Kutab Canal,Link No III,DG Khan,Derajat,DG Khan,29.41586023,70.54310029,Other
Upper Talai Disty,Link No III,DG Khan,Derajat,DG Khan,29.41583822,70.54323818,Disty
Hazrat Wah Disty,Link No III,DG Khan,Derajat,DG Khan,29.41605159,70.5435341,Disty
Cross Regulator and VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.41590752,70.54340044,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.38897125,70.54555552,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.36439372,70.54318986,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.344745,70.53510481,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.32427355,70.52662641,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.29568021,70.51490436,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.27935873,70.50803803,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.26267629,70.50108321,Bridge
VR Bridge,Link No III,DG Khan,Derajat,DG Khan,29.23411378,70.48907548,Bridge
Inlet,Link No III,DG Khan,Derajat,DG Khan,29.23168914,70.48852151,Inlet
Lower Talai Disty,Link No III,DG Khan,Derajat,DG Khan,29.20793614,70.47775233,Disty
Escape,Link No III,DG Khan,Derajat,DG Khan,29.18966778,70.47521611,Other
Noorpur Disty,Link No III,DG Khan,Derajat,DG Khan,29.18959612,70.47523513,Disty
Tail Structure,Link No III,DG Khan,Derajat,DG Khan,29.18955467,70.47509282,Other
Kadra Canal,Link No III,DG Khan,Derajat,DG Khan,29.18933267,70.47511149,Other
Head Regulator at RD 0+000,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.34394169,71.0252468,Regulator
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.33200658,71.03391255,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.3127655,71.03499892,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.30850201,71.03449262,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.30451875,71.03403593,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.29480146,71.03319372,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.28196433,71.0352961,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.26839865,71.03670793,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.26808257,71.03679711,Bridge
Banwah Wah Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.25038889,71.03988056,Disty
Channiwah Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.25049496,71.04033788,Disty
Cross Regulator,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.24959261,71.04032151,Regulator
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.24948576,71.04033766,Bridge
CPEC Bridge M-5,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.24678363,71.04076124,Bridge
Gilani Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.22543689,71.0448156,Disty
Bukhari Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.22531765,71.04441523,Disty
VR Bridge Lallu Wali Pul,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.22475481,71.04476184,Bridge
Pipe Line,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.2086557,71.04710175,Pipe line
Pipe Line,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20852719,71.0471085,Pipe line
Foot Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20574342,71.04746619,Bridge
DR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.20500453,71.04756049,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.18857198,71.04822575,Bridge
Karamwah Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.16830863,71.04806887,Disty
Mamoon Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.16832794,71.04846115,Disty
Cross Regulator,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.16735881,71.04829314,Regulator
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.13824166,71.04858164,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.11193561,71.04881883,Bridge
Railway Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.0920288,71.04903982,Bridge
DR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.08747818,71.04908205,Bridge
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.08725705,71.04906835,Bridge
1-R/AC Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.06085018,71.04890948,Disty
XR and VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.06062844,71.04908212,Bridge
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.01872867,71.02903257,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.00749258,71.02917264,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.00750239,71.02885847,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,29.00190411,71.02920934,Outlet
2-R/AC Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.97475579,71.02910154,Disty
3-R/AC Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.97457374,71.02909701,Disty
XR and VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.97443958,71.02926349,Bridge
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.96409672,71.02968993,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.92657833,71.04535077,Outlet
XR and VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.92606428,71.04571001,Bridge
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.92315606,71.04681175,Outlet
