Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
VR Bridge RD 175797,QB Link Canal,QB Link,QB Link,Faisalabad,31.84963828,73.80850201,Bridge
DRG Inlet of Philoke Drain RD 120595,QB Link Canal,QB Link,QB Link,Faisalabad,31.99965197,73.78243591,Inlet
Foot Bridge RD 122118,QB Link Canal,QB Link,QB Link,Faisalabad,31.99551029,73.78325842,Bridge
VR Bridge RD 127989,QB Link Canal,QB Link,QB Link,Faisalabad,31.97939433,73.78462957,Bridge
DRG Inlet RD 141019,QB Link Canal,QB Link,QB Link,Faisalabad,31.94403695,73.79093398,Inlet
VR Bridge RD 141710,QB Link Canal,QB Link,QB Link,Faisalabad,31.94214112,73.79084849,Bridge
DRG Inlet of Plungpur Drain RD 144925,QB Link Canal,QB Link,QB Link,Faisalabad,31.93344026,73.79292822,Inlet
VR Bridge RD 148475,QB Link Canal,QB Link,QB Link,Faisalabad,31.92377978,73.79431982,Bridge
VR Bridge RD 152524,QB Link Canal,QB Link,QB Link,Faisalabad,31.9127769,73.79639114,Bridge
DRG Inlet of Gujranwala Drain RD 159505,QB Link Canal,QB Link,QB Link,Faisalabad,31.89360825,73.80059908,Inlet
VR Bridge RD 161037,QB Link Canal,QB Link,QB Link,Faisalabad,31.88964863,73.80077153,Bridge
VR Bridge RD 166428,QB Link Canal,QB Link,QB Link,Faisalabad,31.87501299,73.80337608,Bridge
DRG Inlet of Fateh Puri Drain RD 174465,QB Link Canal,QB Link,QB Link,Faisalabad,31.85325306,73.80831161,Inlet
Control Structure & VR Bridge RD 182102,QB Link Canal,QB Link,QB Link,Faisalabad,31.83245506,73.81172095,Bridge
DRG Inlet of Isherke Drain RD 184355,QB Link Canal,QB Link,QB Link,Faisalabad,31.82642368,73.81341329,Inlet
DRG Inlet of Dharoke Drain RD 133305,QB Link Canal,QB Link,QB Link,Faisalabad,31.96474508,73.7870531,Inlet
VR Bridge RD 188233,QB Link Canal,QB Link,QB Link,Faisalabad,31.81590538,73.81481085,Bridge
VR Bridge RD 196358,QB Link Canal,QB Link,QB Link,Faisalabad,31.7934336,73.81768024,Bridge
VR Bridge RD 205607,QB Link Canal,QB Link,QB Link,Faisalabad,31.76865217,73.82057942,Bridge
DRG Inlet RD 205015,QB Link Canal,QB Link,QB Link,Faisalabad,31.7699699,73.8211126,Inlet
DRG Inlet 201115,QB Link Canal,QB Link,QB Link,Faisalabad,31.78058348,73.81987794,Inlet
Inlet RD 307515,QB Link Canal,QB Link,QB Link,Faisalabad,31.52653256,73.94021861,Inlet
Fall and DR Bridge RD 304985,QB Link Canal,QB Link,QB Link,Faisalabad,31.53342576,73.94093089,Bridge
VR Bridge RD 315015,QB Link Canal,QB Link,QB Link,Faisalabad,31.50651932,73.93434826,Bridge
DRG Inlet RD 318715,QB Link Canal,QB Link,QB Link,Faisalabad,31.4958728,73.93218335,Inlet
DEG NALLA RD 324015,QB Link Canal,QB Link,QB Link,Faisalabad,31.48226316,73.92866244,Other
VR Bridge RD 319695,QB Link Canal,QB Link,QB Link,Faisalabad,31.49396403,73.9310274,Bridge
DRG Inlet RD 323175,QB Link Canal,QB Link,QB Link,Faisalabad,31.48453832,73.929131,Inlet
DRG Inlet RD 328880,QB Link Canal,QB Link,QB Link,Faisalabad,31.46924722,73.92511465,Inlet
VR Bridge and AD RD 330465,QB Link Canal,QB Link,QB Link,Faisalabad,31.46510643,73.92348626,Bridge
VR Bridge RD 330635,QB Link Canal,QB Link,QB Link,Faisalabad,31.44833461,73.9212284,Bridge
DRG Syphon  RD 336915,QB Link Canal,QB Link,QB Link,Faisalabad,31.44754666,73.92190931,Syphon
M3 RD 331630,QB Link Canal,QB Link,QB Link,Faisalabad,31.44568174,73.92119354,Other
VR Bridge and Aquaduct RD 361715,QB Link Canal,QB Link,QB Link,Faisalabad,31.43410614,73.92089019,Bridge
DRG INlet RD 344615,QB Link Canal,QB Link,QB Link,Faisalabad,31.4263356,73.92149541,Inlet
VR Bridge RD 354715,QB Link Canal,QB Link,QB Link,Faisalabad,31.39864741,73.92002264,Bridge
DRG Inlet 351615,QB Link Canal,QB Link,QB Link,Faisalabad,31.41171505,73.9210771,Inlet
DRG Inlet  RD 360215,QB Link Canal,QB Link,QB Link,Faisalabad,31.3835604,73.92046342,Inlet
VR Bridge & Aquaeduct RD 363335,QB Link Canal,QB Link,QB Link,Faisalabad,31.37490674,73.91989765,Bridge
VR Bridge RD 370315,QB Link Canal,QB Link,QB Link,Faisalabad,31.35439332,73.91918818,Bridge
DRG INlet RD 375215,QB Link Canal,QB Link,QB Link,Faisalabad,31.34096015,73.91967119,Inlet
DRG inlet RD 370215,QB Link Canal,QB Link,QB Link,Faisalabad,31.35467482,73.91989583,Inlet
VR BRIDGE RD 9454,QB Link Canal,QB Link,QB Link,Faisalabad,32.29153009,73.69145585,Bridge
DR BRIDGE RD 18294,QB Link Canal,QB Link,QB Link,Faisalabad,32.26730221,73.69023851,Bridge
VR BRIDGE & AQUEDUCT RD 24587,QB Link Canal,QB Link,QB Link,Faisalabad,32.249937,73.68920648,Bridge
VR BRIDGE RD 29234,QB Link Canal,QB Link,QB Link,Faisalabad,32.2372015,73.68884451,Bridge
VR BRIDGE RD 41004,QB Link Canal,QB Link,QB Link,Faisalabad,32.20639061,73.69974702,Bridge
DRG SYPHON RD 43794,QB Link Canal,QB Link,QB Link,Faisalabad,32.19919557,73.70296921,Syphon
VR BRIDGE RD 53604,QB Link Canal,QB Link,QB Link,Faisalabad,32.17398652,73.71440735,Bridge
VR BRIDGE RD 59404,QB Link Canal,QB Link,QB Link,Faisalabad,32.15912137,73.72096573,Bridge
DRG INLET RD 65334,QB Link Canal,QB Link,QB Link,Faisalabad,32.1441279,73.72855277,Inlet
DR BRIDGE RD 65544,QB Link Canal,QB Link,QB Link,Faisalabad,32.14347161,73.72825115,Bridge
DRG SYPHON 65874,QB Link Canal,QB Link,QB Link,Faisalabad,32.14275376,73.72915171,Syphon
RLY BRIDGE RD 68556,QB Link Canal,QB Link,QB Link,Faisalabad,32.13546872,73.73193357,Bridge
DRG SYPHON 68802,QB Link Canal,QB Link,QB Link,Faisalabad,32.13528116,73.73203451,Syphon
DRG INLET RD 68934,QB Link Canal,QB Link,QB Link,Faisalabad,32.13490802,73.73276326,Inlet
VR BRIDGE & AQUA DUCT RD 70453,QB Link Canal,QB Link,QB Link,Faisalabad,32.13085753,73.73399294,Bridge
SYPHON RD 70455,QB Link Canal,QB Link,QB Link,Faisalabad,32.13113828,73.73464475,Syphon
DRG SYPHON RD 72334,QB Link Canal,QB Link,QB Link,Faisalabad,32.1262169,73.73662681,Syphon
DRG INLET RD 74704,QB Link Canal,QB Link,QB Link,Faisalabad,32.12000757,73.73952241,Inlet
LCC FEEDER OFF TAKE RD 79374,QB Link Canal,QB Link,QB Link,Faisalabad,32.10732417,73.74400772,Feeder
LCC COMPLEX RD 81274,QB Link Canal,QB Link,QB Link,Faisalabad,32.10310585,73.74663929,Other
DRG INLET RD 82549,QB Link Canal,QB Link,QB Link,Faisalabad,32.09993312,73.74822875,Inlet
DRG INLET RD 82594,QB Link Canal,QB Link,QB Link,Faisalabad,32.09931776,73.74891654,Inlet
VR BRIDGE RD 83409,QB Link Canal,QB Link,QB Link,Faisalabad,32.09757152,73.74935316,Bridge
DRG Inlet RD86194,QB Link Canal,QB Link,QB Link,Faisalabad,32.09045624,73.75260613,Inlet
AR Bridge RD 89973,QB Link Canal,QB Link,QB Link,Faisalabad,32.0804162,73.75515912,Bridge
DRG INLeT RD 93115,QB Link Canal,QB Link,QB Link,Faisalabad,32.07189918,73.75702157,Inlet
DRG INLET RD 94965,QB Link Canal,QB Link,QB Link,Faisalabad,32.06689667,73.75794192,Inlet
VR BRIDGE RD 100023,QB Link Canal,QB Link,QB Link,Faisalabad,32.05355549,73.76228506,Bridge
VR BRIDGE RD 205507,QB Link Canal,QB Link,QB Link,Faisalabad,31.76867258,73.82078638,Bridge
AR BRIDGE RD 212195,QB Link Canal,QB Link,QB Link,Faisalabad,31.75038014,73.82199317,Bridge
DRG INLET RD 213415,QB Link Canal,QB Link,QB Link,Faisalabad,31.7467558,73.82177596,Inlet
RLY BRIDGE RD 214080,QB Link Canal,QB Link,QB Link,Faisalabad,31.74521693,73.82152578,Bridge
DRG INLET RD 217815,QB Link Canal,QB Link,QB Link,Faisalabad,31.73513913,73.81887276,Inlet
FOOT BRIDGE RD 219150,QB Link Canal,QB Link,QB Link,Faisalabad,31.73165627,73.81740806,Bridge
DRG INLET RD 228215,QB Link Canal,QB Link,QB Link,Faisalabad,31.7071006,73.81744566,Inlet
VR BRIDGE RD 231756,QB Link Canal,QB Link,QB Link,Faisalabad,31.69751463,73.81950907,Bridge
DRG INLET RD 238715,QB Link Canal,QB Link,QB Link,Faisalabad,31.67897026,73.82489475,Inlet
VR BRIDGE RD 239915,QB Link Canal,QB Link,QB Link,Faisalabad,31.67563015,73.82525541,Bridge
DRG INLET RD 243215,QB Link Canal,QB Link,QB Link,Faisalabad,31.66724735,73.82920514,Inlet
DRG INLET RD 247815,QB Link Canal,QB Link,QB Link,Faisalabad,31.65683736,73.83717559,Inlet
VR BRIDGE RD 252615,QB Link Canal,QB Link,QB Link,Faisalabad,31.6484648,73.84893358,Bridge
DRG INLET RD 255215,QB Link Canal,QB Link,QB Link,Faisalabad,31.64551237,73.85657382,Inlet
VR BRIDGE RD 263484,QB Link Canal,QB Link,QB Link,Faisalabad,31.63152278,73.87715474,Bridge
FALL & AR BRIDGE RD 271655,QB Link Canal,QB Link,QB Link,Faisalabad,31.61309924,73.89194554,Bridge
DRG INLET RD 272215,QB Link Canal,QB Link,QB Link,Faisalabad,31.61190613,73.89324385,Inlet
FOOT BRIDGE RD 275585,QB Link Canal,QB Link,QB Link,Faisalabad,31.60398,73.89894703,Bridge
DRG INLET RD 277715,QB Link Canal,QB Link,QB Link,Faisalabad,31.59941636,73.90328688,Inlet
RLY BRIDGE 279107,QB Link Canal,QB Link,QB Link,Faisalabad,31.59461643,73.90636443,Bridge
VR BRIDGE RD 283840,QB Link Canal,QB Link,QB Link,Faisalabad,31.58520431,73.91375711,Bridge
DRG INLET RD 284715,QB Link Canal,QB Link,QB Link,Faisalabad,31.58342655,73.91567479,Inlet
VR BRIDGE RD 296285,QB Link Canal,QB Link,QB Link,Faisalabad,31.55663546,73.93578618,Bridge
DRG INLET RD 299515,QB Link Canal,QB Link,QB Link,Faisalabad,31.54846977,73.93995067,Inlet
FALL & DR BRIDGE RD 304985,QB Link Canal,QB Link,QB Link,Faisalabad,31.53351956,73.94090131,Bridge
DRG INLET RD 307515,QB Link Canal,QB Link,QB Link,Faisalabad,31.52660662,73.93981803,Inlet
VR BRIDGE RD 315015,QB Link Canal,QB Link,QB Link,Faisalabad,31.50654817,73.93423362,Bridge
DRG INLET RD 318915,QB Link Canal,QB Link,QB Link,Faisalabad,31.49598652,73.93195894,Inlet
Head Regulator,Sidhnai Feeder,Multan,Haveli,Multan,30.57133086,72.15754953,Regulator
Cross Regulator,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.22347187,72.63337105,Regulator
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.21905457,72.63556581,Bridge
Aqueduct,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.20657219,72.64159705,Aqueduct
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.19195433,72.64366787,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.16223949,72.64411216,Bridge
DR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.14635504,72.64556397,Bridge
Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.14590083,72.64578251,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.13747465,72.64952827,Bridge
Aqueaduct,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.13056592,72.65259843,Other
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.12610545,72.65469618,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.10758604,72.6613774,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.09413209,72.6615448,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.0814213,72.66158914,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.0696879,72.66310459,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.03702333,72.66584693,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.02898578,72.66594681,Bridge
Water Course,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.01547901,72.66602134,Other
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,30.00970818,72.66606473,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.99941302,72.66618062,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.98805033,72.66625822,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.96628874,72.66642836,Bridge
DR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.94008764,72.66502639,Bridge
Canal Syphon Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.93725094,72.66522988,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.92776162,72.66606768,Bridge
Fall Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.91718404,72.66581643,Bridge
Head Regulator,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.82393718,72.54975078,Regulator
DR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.82089862,72.54884643,Bridge
Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.79739406,72.54483382,Bridge
Syphon,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.79699987,72.54457825,Syphon
Regulator,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.76522232,72.53562242,Regulator
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.75446675,72.52169621,Bridge
Fall Structure,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.72750767,72.48638866,Fall Structure
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.71620379,72.47159291,Bridge
DR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.6855063,72.43069456,Bridge
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.67165076,72.41133853,Bridge
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.6384895,72.37748366,Bridge
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.60682427,72.3278226,Bridge
VR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.59946388,72.28837795,Bridge
DR Bridge,Bahawal Canal,Bahawalpur,Bahawalpur,Bahawalpur,29.57252221,72.2379126,Bridge
VR Bridge,Pakpattan Islam Link,Mailsi Syphon,Bahawalpur,Bahawalpur,29.90241947,72.6551865,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.48111466,71.5159106,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.47499523,71.50358351,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.46868859,71.49311803,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.46639969,71.49286291,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.4531308,71.49053125,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.43611798,71.4778456,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.42802701,71.47019351,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.41722318,71.45919354,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.40241429,71.44722105,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.39626386,71.43068053,Bridge
Fall Structure,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.3750852,71.4031654,Fall Structure
Fall/Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.36883484,71.39580892,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.34817031,71.37117145,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.33210759,71.36308593,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.31507456,71.35553017,Bridge
DR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.3050646,71.35175428,Bridge
Cross Regulator,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.29654734,71.34415477,Regulator
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.2744612,71.32812695,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.2679882,71.32236228,Bridge
Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.25135993,71.311253,Bridge
VR Bridge,Rangpur Canal Lower,Muzzafargarh,Muzzafargarh,DG Khan,30.24611431,71.31165185,Bridge
Aqueduct,MP Link,Sahiwal,LBDC,Multan,30.63747101,73.06306272,Aqueduct
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.61854686,73.06012114,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.6023207,73.0630526,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.58587204,73.06677652,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.56141759,73.05905664,Bridge
Fall & Bridge,MP Link,Sahiwal,LBDC,Multan,30.5500335,73.05685004,Bridge
Fall,MP Link,Sahiwal,LBDC,Multan,30.54458714,73.05686381,Other
DR Bridge,MP Link,Sahiwal,LBDC,Multan,30.54242861,73.05691329,Bridge
Fall ,MP Link,Sahiwal,LBDC,Multan,30.53718721,73.05690024,Other
Bridge,MP Link,Sahiwal,LBDC,Multan,30.53144068,73.05695688,Bridge
DR Bridge,MP Link,Sahiwal,LBDC,Multan,30.49626447,73.05302604,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.47698938,73.05313117,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.4554961,73.03943878,Bridge
Bridge,MP Link,Sahiwal,LBDC,Multan,30.44438443,73.02304207,Bridge
Fall & Bridge,MP Link,Sahiwal,LBDC,Multan,30.43332719,73.02251012,Bridge
Syphon,MP Link,Sahiwal,LBDC,Multan,30.41539443,73.02744922,Syphon
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.40618718,73.03093384,Bridge
VR Bridge,MP Link,Sahiwal,LBDC,Multan,30.40368807,73.03142937,Bridge
DR Bridge,MP Link,Sahiwal,LBDC,Multan,30.38095914,73.03240688,Bridge
Fall ,MP Link,Sahiwal,LBDC,Multan,30.36624264,73.02818483,Other
VR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.45550162,71.82305594,Bridge
DR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.44609231,71.81651213,Bridge
Head Regulator,Main Line Upper (UCC),Marala,UCC,Lahore,32.66824407,74.46894252,Regulator
Cross Regultor and Fall,Main Line Upper (UCC),Marala,UCC,Lahore,32.66147241,74.47560389,Other
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.65269923,74.48300359,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.60037677,74.44760537,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.56535514,74.4272771,Bridge
Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.54582328,74.42328051,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.50858703,74.40821273,Bridge
DR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.47820771,74.37943785,Bridge
Bridge Railway,Main Line Upper (UCC),Marala,UCC,Lahore,32.47554149,74.37784472,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.4692209,74.37346221,Bridge
DR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.45487966,74.35069952,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.44788335,74.33657695,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.41897506,74.32062427,Bridge
VR Bridge,Main Line Upper (UCC),Marala,UCC,Lahore,32.39177845,74.31044009,Bridge
Head works Bombanwala,Main Line Upper (UCC),Marala,UCC,Lahore,32.36050964,74.29369068,Other
Head Regulator,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.40234538,73.97132779,Regulator
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.36622448,73.95165411,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.34713232,73.91001538,Bridge
Bridge Chanawan,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.33465682,73.87937175,Bridge
Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.33036807,73.87692927,Bridge
Bridge Railway,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.32644076,73.87449605,Bridge
Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.29867804,73.85966884,Bridge
DR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.26265611,73.8399226,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.24374582,73.83141946,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.24006704,73.8297183,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.19910902,73.81715116,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.17077616,73.80078286,Bridge
Fall & Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.13835194,73.77187849,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.11575358,73.76001578,Bridge
Regulator head sagar,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.1031214,73.7467352,Regulator
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.09523603,73.74386615,Bridge
Cross Regulator,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.10706144,73.74387593,Regulator
Aqueaduct,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.10427986,73.74255869,Other
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.09220088,73.73693415,Bridge
Aqueaduct,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.07886657,73.73067715,Other
DR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.07529462,73.72710866,Bridge
DR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.0481636,73.69789633,Bridge
Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.02303218,73.67370908,Bridge
Aqueaduct,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.00252321,73.65636836,Other
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,32.0002372,73.65420581,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,31.96298687,73.61964772,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,31.93816536,73.58911158,Bridge
Bridge M2,Lower Chenab Canal,Khanki,LCC East,Faisalabad,31.91241788,73.55755307,Bridge
VR Bridge,Lower Chenab Canal,Khanki,LCC East,Faisalabad,31.91557098,73.56235106,Bridge
Regulator Jhang branch,Lower Chenab Canal,Khanki,LCC East,Faisalabad,31.89322867,73.53002756,Branch Canal
Bridge,Sidhnai Feeder,Multan,Haveli,Multan,30.56891928,72.15408455,Bridge
Fall,Sidhnai Canal,Multan,Haveli,Multan,30.36807351,71.74268114,Other
Regulator & Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.42556721,71.77172522,Bridge
Bridge,Sidhnai Feeder,Multan,Haveli,Multan,30.57334828,72.13613082,Bridge
M 4 Bridge,Sidhnai Feeder,Multan,Haveli,Multan,30.5806015,72.09775822,Bridge
VR Bridge,Sidhnai Feeder,Multan,Haveli,Multan,30.58266182,72.08829575,Bridge
VR Bridge,Sidhnai Feeder,Multan,Haveli,Multan,30.58149654,72.06653994,Bridge
DR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.57302382,72.03886127,Bridge
VR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.55344465,71.99512662,Bridge
Fall & Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.53121847,71.95548203,Bridge
VR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.5240868,71.95102744,Bridge
DR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.51452459,71.94329475,Bridge
DR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.49263954,71.92508558,Bridge
VR Bridge,Sidhnai Canal,Multan,Haveli,Multan,30.48261135,71.90130584,Bridge
Fall,Sidhnai Canal,Multan,Haveli,Multan,30.47453236,71.87572686,Other
Head Regulator Muzaffargarh Canal,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.51422884,70.85648468,Regulator
Muggassan Canal Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.51712369,70.8773625,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52202986,70.91742553,Fall Structure
Lower Kot Sultan Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.5217634,70.91770468,Outlet
Layyah-Kot Addu Road Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52814486,70.94950041,Bridge
Railway Bridge,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52867503,70.95196179,Bridge
Lower Kishan Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52913571,70.95555639,Outlet
Pattal Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52909413,70.97946492,Outlet
Lower Hazara Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52847519,70.97904471,Outlet
Fall Structure,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.52874289,70.97934253,Fall Structure
Abbas Disty Outlet,Muzzafargarh Canal,Muzzafargarh,Muzzafargarh,DG Khan,30.46899933,71.01302661,Outlet
